Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: paoletti2313 (distance: 39, speed: 3, health: 5)
Moved: darden2314 (distance: 295, speed: 4, health: 4)
Moved: garcia2315 (distance: 211, speed: 2, health: 5)
Moved: cris2316 (distance: 291, speed: 3, health: 5)
Moved: will2318 (distance: 266, speed: 5, health: 1)
Moved: fee2319 (distance: 98, speed: 3, health: 4)
Moved: noah2320 (distance: 288, speed: 5, health: 4)
Moved: potatobot2321 (distance: 78, speed: 1, health: 5)
Moved: paoletti2322 (distance: 159, speed: 10, health: 1)
Moved: darden2323 (distance: 279, speed: 6, health: 4)
Moved: garcia2324 (distance: 182, speed: 4, health: 1)
Moved: cris2325 (distance: 223, speed: 2, health: 2)
Moved: bing2326 (distance: 139, speed: 8, health: 1)
Moved: will2327 (distance: 257, speed: 3, health: 3)
Moved: fee2328 (distance: 141, speed: 4, health: 4)
Moved: noah2329 (distance: 24, speed: 6, health: 4)
Moved: potatobot2330 (distance: 108, speed: 8, health: 4)
Moved: paoletti2331 (distance: 217, speed: 6, health: 3)
Moved: darden2332 (distance: 38, speed: 4, health: 5)
Moved: garcia2333 (distance: 201, speed: 9, health: 4)
Moved: cris2334 (distance: 122, speed: 5, health: 2)
Moved: bing2335 (distance: 251, speed: 1, health: 4)
Moved: will2336 (distance: 205, speed: 2, health: 2)
Moved: fee2337 (distance: 289, speed: 7, health: 1)
Moved: noah2338 (distance: 141, speed: 8, health: 1)
Moved: potatobot2339 (distance: 36, speed: 2, health: 3)
Moved: paoletti2340 (distance: 259, speed: 8, health: 4)
Moved: garcia2342 (distance: 175, speed: 3, health: 4)
Moved: cris2343 (distance: 35, speed: 6, health: 4)
Moved: bing2344 (distance: 121, speed: 7, health: 1)
Moved: will2345 (distance: 123, speed: 2, health: 1)
Moved: fee2346 (distance: 56, speed: 1, health: 1)
Moved: potatobot2348 (distance: 239, speed: 5, health: 5)
Moved: paoletti2349 (distance: 180, speed: 6, health: 1)
Moved: darden2350 (distance: 181, speed: 8, health: 2)
Moved: garcia2351 (distance: 96, speed: 6, health: 4)
Moved: cris2352 (distance: 104, speed: 10, health: 1)
Moved: bing2353 (distance: 60, speed: 1, health: 5)
Moved: will2354 (distance: 60, speed: 9, health: 5)
Moved: fee2355 (distance: 36, speed: 10, health: 5)
Moved: noah2356 (distance: 251, speed: 5, health: 3)
Moved: potatobot2357 (distance: 167, speed: 7, health: 3)
Moved: paoletti2358 (distance: 233, speed: 8, health: 1)
Moved: darden2359 (distance: 262, speed: 1, health: 3)
Moved: garcia2360 (distance: 33, speed: 10, health: 2)
Moved: bing2362 (distance: 154, speed: 9, health: 3)
Moved: will2363 (distance: 147, speed: 9, health: 5)
Moved: fee2364 (distance: 98, speed: 7, health: 5)
Moved: noah2365 (distance: 24, speed: 8, health: 4)
Moved: potatobot2366 (distance: 251, speed: 5, health: 2)
Moved: paoletti2367 (distance: 209, speed: 9, health: 2)
Moved: darden2368 (distance: 252, speed: 5, health: 3)
Moved: garcia2369 (distance: 225, speed: 3, health: 4)
Moved: cris2370 (distance: 79, speed: 7, health: 1)
Moved: bing2371 (distance: 97, speed: 9, health: 4)
Moved: will2372 (distance: 54, speed: 3, health: 2)
Moved: fee2373 (distance: 59, speed: 7, health: 5)
Moved: noah2374 (distance: 265, speed: 2, health: 5)
Moved: potatobot2375 (distance: 103, speed: 9, health: 2)
Moved: paoletti2376 (distance: 38, speed: 2, health: 3)
Moved: darden2377 (distance: 212, speed: 8, health: 3)
Moved: garcia2378 (distance: 291, speed: 3, health: 3)
Moved: cris2379 (distance: 64, speed: 3, health: 3)
Moved: bing2380 (distance: 202, speed: 7, health: 1)
Moved: fee2382 (distance: 98, speed: 1, health: 3)
Moved: noah2383 (distance: 149, speed: 5, health: 4)
Moved: potatobot2384 (distance: 209, speed: 1, health: 1)
Moved: darden2386 (distance: 21, speed: 6, health: 3)
Moved: garcia2387 (distance: 40, speed: 2, health: 2)
Moved: cris2388 (distance: 29, speed: 3, health: 5)
Moved: bing2389 (distance: 98, speed: 1, health: 2)
Moved: will2390 (distance: 80, speed: 3, health: 1)
Moved: fee2391 (distance: 247, speed: 2, health: 3)
Moved: noah2392 (distance: 249, speed: 10, health: 2)
Moved: potatobot2393 (distance: 176, speed: 5, health: 1)
Moved: paoletti2394 (distance: 234, speed: 5, health: 1)
Moved: darden2395 (distance: 293, speed: 1, health: 5)
Moved: garcia2396 (distance: 200, speed: 6, health: 4)
Moved: cris2397 (distance: 251, speed: 4, health: 4)
Moved: bing2398 (distance: 181, speed: 6, health: 2)
Moved: will2399 (distance: 56, speed: 5, health: 2)
Moved: fee2400 (distance: 90, speed: 9, health: 3)
Moved: noah2401 (distance: 237, speed: 3, health: 2)
Moved: potatobot2402 (distance: 79, speed: 9, health: 4)
Moved: paoletti2403 (distance: 110, speed: 4, health: 1)
Moved: darden2404 (distance: 14, speed: 4, health: 5)
Moved: garcia2405 (distance: 245, speed: 8, health: 2)
Moved: cris2406 (distance: 85, speed: 10, health: 1)
Moved: bing2407 (distance: 139, speed: 3, health: 4)
Moved: will2408 (distance: 68, speed: 9, health: 4)
Moved: noah2410 (distance: 215, speed: 8, health: 4)
Moved: potatobot2411 (distance: 54, speed: 6, health: 5)
Moved: garcia2414 (distance: 196, speed: 7, health: 3)
Moved: cris2415 (distance: 189, speed: 9, health: 5)
Moved: bing2416 (distance: 194, speed: 6, health: 5)
Moved: will2417 (distance: 283, speed: 7, health: 4)
Moved: fee2418 (distance: 10, speed: 1, health: 2)
Moved: noah2419 (distance: 168, speed: 9, health: 1)
Moved: potatobot2420 (distance: 118, speed: 5, health: 2)
Moved: paoletti2421 (distance: 250, speed: 4, health: 4)
Moved: darden2422 (distance: 145, speed: 6, health: 1)
Moved: garcia2423 (distance: 56, speed: 7, health: 2)
Moved: cris2424 (distance: 211, speed: 5, health: 4)
Moved: bing2425 (distance: 43, speed: 2, health: 5)
Moved: will2426 (distance: 78, speed: 10, health: 4)
Moved: fee2427 (distance: 208, speed: 6, health: 3)
Moved: noah2428 (distance: 282, speed: 1, health: 3)
Moved: potatobot2429 (distance: 279, speed: 5, health: 5)
Moved: paoletti2430 (distance: 192, speed: 1, health: 5)
Moved: darden2431 (distance: 12, speed: 2, health: 1)
Moved: garcia2432 (distance: 57, speed: 2, health: 1)
Moved: cris2433 (distance: 154, speed: 5, health: 4)
Moved: bing2434 (distance: 100, speed: 9, health: 1)
Moved: will2435 (distance: 278, speed: 6, health: 5)
Moved: fee2436 (distance: 141, speed: 4, health: 1)
Moved: noah2437 (distance: 123, speed: 3, health: 5)
Moved: potatobot2438 (distance: 89, speed: 4, health: 5)
Moved: paoletti2439 (distance: 272, speed: 2, health: 5)
Moved: darden2440 (distance: 87, speed: 8, health: 4)
Moved: cris2442 (distance: 280, speed: 5, health: 2)
Moved: bing2443 (distance: 224, speed: 4, health: 4)
Moved: will2444 (distance: 95, speed: 9, health: 3)
Moved: fee2445 (distance: 196, speed: 7, health: 5)
Moved: noah2446 (distance: 140, speed: 9, health: 4)
Moved: potatobot2447 (distance: 250, speed: 6, health: 4)
Moved: paoletti2448 (distance: 140, speed: 5, health: 1)
Moved: darden2449 (distance: 18, speed: 3, health: 4)
Moved: garcia2450 (distance: 263, speed: 5, health: 2)
Moved: cris2451 (distance: 263, speed: 7, health: 3)
Moved: bing2452 (distance: 226, speed: 9, health: 4)
Moved: will2453 (distance: 19, speed: 9, health: 5)
Moved: noah2455 (distance: 147, speed: 10, health: 1)
Moved: potatobot2456 (distance: 154, speed: 1, health: 4)
Moved: paoletti2457 (distance: 66, speed: 7, health: 5)
Moved: darden2458 (distance: 199, speed: 3, health: 1)
Moved: garcia2459 (distance: 13, speed: 4, health: 3)
Moved: cris2460 (distance: 78, speed: 6, health: 5)
Moved: bing2461 (distance: 217, speed: 4, health: 1)
Moved: will2462 (distance: 122, speed: 3, health: 5)
Moved: fee2463 (distance: 134, speed: 4, health: 2)
Moved: noah2464 (distance: 242, speed: 3, health: 4)
Moved: potatobot2465 (distance: 179, speed: 5, health: 5)
Moved: darden2467 (distance: 151, speed: 9, health: 4)
Moved: garcia2468 (distance: 33, speed: 2, health: 4)
Moved: cris2469 (distance: 269, speed: 7, health: 5)
Moved: will2471 (distance: 70, speed: 7, health: 1)
Moved: fee2472 (distance: 201, speed: 7, health: 2)
Moved: noah2473 (distance: 123, speed: 10, health: 1)
Moved: potatobot2474 (distance: 94, speed: 9, health: 3)
Moved: paoletti2475 (distance: 66, speed: 2, health: 1)
Moved: darden2476 (distance: 72, speed: 2, health: 5)
Moved: garcia2477 (distance: 205, speed: 5, health: 3)
Moved: cris2478 (distance: 220, speed: 9, health: 4)
Moved: bing2479 (distance: 284, speed: 10, health: 4)
Moved: will2480 (distance: 225, speed: 1, health: 1)
Moved: fee2481 (distance: 227, speed: 7, health: 2)
Moved: noah2482 (distance: 71, speed: 7, health: 2)
Moved: paoletti2484 (distance: 74, speed: 9, health: 5)
Moved: garcia2486 (distance: 246, speed: 10, health: 5)
Moved: cris2487 (distance: 205, speed: 9, health: 2)
Moved: bing2488 (distance: 246, speed: 4, health: 4)
Moved: will2489 (distance: 161, speed: 6, health: 5)
Moved: fee2490 (distance: 223, speed: 7, health: 3)
Moved: noah2491 (distance: 243, speed: 5, health: 5)
Moved: paoletti2493 (distance: 88, speed: 4, health: 1)
Moved: darden2494 (distance: 213, speed: 9, health: 5)
Moved: garcia2495 (distance: 98, speed: 1, health: 3)
Moved: cris2496 (distance: 205, speed: 8, health: 2)
Moved: bing2497 (distance: 205, speed: 2, health: 1)
Moved: will2498 (distance: 106, speed: 9, health: 3)
Moved: fee2499 (distance: 191, speed: 3, health: 1)
Moved: noah2500 (distance: 121, speed: 4, health: 1)
Moved: potatobot2501 (distance: 83, speed: 5, health: 2)
Moved: paoletti2502 (distance: 72, speed: 9, health: 4)
Moved: darden2503 (distance: 277, speed: 1, health: 3)
Moved: garcia2504 (distance: 70, speed: 2, health: 1)
Moved: cris2505 (distance: 113, speed: 6, health: 1)
Moved: bing2506 (distance: 82, speed: 4, health: 1)
Moved: will2507 (distance: 63, speed: 5, health: 1)
Moved: fee2508 (distance: 64, speed: 9, health: 1)
Moved: noah2509 (distance: 75, speed: 6, health: 2)
Moved: potatobot2510 (distance: 67, speed: 4, health: 4)
Moved: paoletti2511 (distance: 171, speed: 6, health: 5)
Moved: darden2512 (distance: 207, speed: 3, health: 2)
Moved: garcia2513 (distance: 34, speed: 4, health: 2)
Moved: cris2514 (distance: 138, speed: 6, health: 4)
Moved: bing2515 (distance: 135, speed: 4, health: 1)
Moved: will2516 (distance: 93, speed: 9, health: 3)
Moved: fee2517 (distance: 208, speed: 8, health: 5)
Moved: noah2518 (distance: 209, speed: 7, health: 3)
Moved: potatobot2519 (distance: 19, speed: 7, health: 5)
Moved: paoletti2520 (distance: 115, speed: 8, health: 1)
Moved: darden2521 (distance: 275, speed: 7, health: 4)
Moved: garcia2522 (distance: 186, speed: 1, health: 2)
Moved: cris2523 (distance: 283, speed: 3, health: 5)
Moved: bing2524 (distance: 285, speed: 2, health: 3)
Moved: will2525 (distance: 162, speed: 8, health: 1)
Moved: fee2526 (distance: 86, speed: 4, health: 1)
Moved: noah2527 (distance: 209, speed: 7, health: 1)
Moved: potatobot2528 (distance: 212, speed: 1, health: 3)
Moved: paoletti2529 (distance: 263, speed: 5, health: 3)
Moved: darden2530 (distance: 119, speed: 10, health: 1)
Moved: garcia2531 (distance: 109, speed: 3, health: 1)
Moved: cris2532 (distance: 258, speed: 9, health: 4)
Moved: will2534 (distance: 236, speed: 2, health: 5)
Moved: fee2535 (distance: 121, speed: 3, health: 5)
Moved: noah2536 (distance: 233, speed: 10, health: 5)
Moved: potatobot2537 (distance: 262, speed: 8, health: 5)
Moved: paoletti2538 (distance: 98, speed: 2, health: 5)
Moved: darden2539 (distance: 68, speed: 2, health: 2)
Moved: garcia2540 (distance: 44, speed: 3, health: 5)
Moved: cris2541 (distance: 37, speed: 6, health: 2)
Moved: bing2542 (distance: 97, speed: 2, health: 4)
Moved: will2543 (distance: 271, speed: 10, health: 3)
Moved: fee2544 (distance: 272, speed: 7, health: 4)
Moved: noah2545 (distance: 74, speed: 9, health: 1)
Moved: potatobot2546 (distance: 190, speed: 4, health: 5)
Moved: paoletti2547 (distance: 174, speed: 2, health: 4)
Moved: darden2548 (distance: 257, speed: 6, health: 2)
Moved: garcia2549 (distance: 125, speed: 4, health: 4)
Moved: cris2550 (distance: 85, speed: 9, health: 3)
Moved: bing2551 (distance: 226, speed: 4, health: 1)
Moved: will2552 (distance: 148, speed: 3, health: 2)
Moved: fee2553 (distance: 97, speed: 1, health: 1)
Moved: noah2554 (distance: 203, speed: 4, health: 3)
Moved: potatobot2555 (distance: 98, speed: 7, health: 5)
Moved: paoletti2556 (distance: 154, speed: 1, health: 3)
Moved: darden2557 (distance: 72, speed: 8, health: 2)
Moved: garcia2558 (distance: 112, speed: 9, health: 5)
Moved: cris2559 (distance: 78, speed: 7, health: 2)
Moved: bing2560 (distance: 121, speed: 5, health: 4)
Moved: will2561 (distance: 211, speed: 8, health: 1)
Moved: fee2562 (distance: 248, speed: 6, health: 4)
Moved: noah2563 (distance: 291, speed: 8, health: 5)
Moved: potatobot2564 (distance: 95, speed: 1, health: 1)
Moved: paoletti2565 (distance: 37, speed: 6, health: 4)
Moved: darden2566 (distance: 53, speed: 8, health: 2)
Moved: garcia2567 (distance: 149, speed: 4, health: 5)
Moved: cris2568 (distance: 94, speed: 3, health: 5)
Moved: bing2569 (distance: 160, speed: 8, health: 2)
Moved: will2570 (distance: 164, speed: 1, health: 1)
Moved: fee2571 (distance: 198, speed: 3, health: 4)
Moved: noah2572 (distance: 49, speed: 6, health: 5)
Moved: potatobot2573 (distance: 38, speed: 7, health: 4)
Moved: paoletti2574 (distance: 155, speed: 3, health: 5)
Moved: darden2575 (distance: 273, speed: 10, health: 3)
Moved: garcia2576 (distance: 152, speed: 2, health: 1)
Moved: cris2577 (distance: 291, speed: 2, health: 4)
Moved: bing2578 (distance: 251, speed: 4, health: 4)
Moved: will2579 (distance: 152, speed: 5, health: 2)
Moved: fee2580 (distance: 124, speed: 9, health: 4)
Moved: noah2581 (distance: 289, speed: 3, health: 2)
Moved: potatobot2582 (distance: 72, speed: 6, health: 3)
Moved: paoletti2583 (distance: 263, speed: 3, health: 2)
Moved: darden2584 (distance: 164, speed: 6, health: 5)
Moved: cris2586 (distance: 82, speed: 6, health: 5)
Moved: bing2587 (distance: 64, speed: 9, health: 1)
Moved: will2588 (distance: 145, speed: 1, health: 5)
Moved: fee2589 (distance: 196, speed: 5, health: 2)
Moved: noah2590 (distance: 243, speed: 5, health: 5)
Moved: potatobot2591 (distance: 105, speed: 9, health: 4)
Moved: darden2593 (distance: 130, speed: 4, health: 5)
Moved: garcia2594 (distance: 183, speed: 3, health: 5)
Moved: cris2595 (distance: 284, speed: 7, health: 4)
Moved: bing2596 (distance: 78, speed: 10, health: 1)
Moved: will2597 (distance: 269, speed: 1, health: 2)
Moved: fee2598 (distance: 211, speed: 7, health: 2)
Moved: noah2599 (distance: 148, speed: 7, health: 3)
Moved: potatobot2600 (distance: 43, speed: 2, health: 5)
Moved: paoletti2601 (distance: 212, speed: 7, health: 4)
Moved: darden2602 (distance: 147, speed: 9, health: 3)
Moved: garcia2603 (distance: 226, speed: 1, health: 1)
Moved: cris2604 (distance: 237, speed: 10, health: 1)
Moved: bing2605 (distance: 151, speed: 3, health: 2)
Moved: will2606 (distance: 197, speed: 7, health: 3)
Moved: fee2607 (distance: 153, speed: 7, health: 2)
Moved: noah2608 (distance: 108, speed: 4, health: 1)
Moved: potatobot2609 (distance: 225, speed: 5, health: 2)
Moved: paoletti2610 (distance: 174, speed: 8, health: 3)
Moved: darden2611 (distance: 50, speed: 9, health: 2)
Moved: garcia2612 (distance: 284, speed: 8, health: 5)
Moved: cris2613 (distance: 130, speed: 8, health: 2)
Moved: bing2614 (distance: 132, speed: 1, health: 1)
Moved: will2615 (distance: 281, speed: 6, health: 4)
Moved: fee2616 (distance: 55, speed: 3, health: 4)
Moved: potatobot2618 (distance: 167, speed: 8, health: 2)
Moved: paoletti2619 (distance: 294, speed: 3, health: 4)
Moved: darden2620 (distance: 60, speed: 1, health: 5)
Moved: garcia2621 (distance: 191, speed: 4, health: 3)
Moved: cris2622 (distance: 297, speed: 3, health: 1)
Moved: bing2623 (distance: 249, speed: 6, health: 5)
Moved: will2624 (distance: 84, speed: 8, health: 4)
Moved: fee2625 (distance: 237, speed: 1, health: 5)
Moved: noah2626 (distance: 84, speed: 6, health: 5)
Moved: potatobot2627 (distance: 126, speed: 5, health: 1)
Moved: paoletti2628 (distance: 264, speed: 7, health: 4)
Moved: darden2629 (distance: 207, speed: 1, health: 4)
Moved: garcia2630 (distance: 177, speed: 1, health: 1)
Moved: cris2631 (distance: 208, speed: 4, health: 1)
Moved: bing2632 (distance: 156, speed: 7, health: 5)
Moved: will2633 (distance: 281, speed: 2, health: 4)
Moved: fee2634 (distance: 176, speed: 2, health: 5)
Moved: noah2635 (distance: 21, speed: 7, health: 3)
Moved: paoletti2637 (distance: 199, speed: 3, health: 4)
Moved: darden2638 (distance: 167, speed: 9, health: 2)
Moved: garcia2639 (distance: 14, speed: 1, health: 4)
Moved: cris2640 (distance: 283, speed: 5, health: 1)
Moved: bing2641 (distance: 280, speed: 3, health: 5)
Moved: will2642 (distance: 128, speed: 7, health: 2)
Moved: fee2643 (distance: 25, speed: 5, health: 4)
Moved: noah2644 (distance: 282, speed: 10, health: 5)
Moved: potatobot2645 (distance: 266, speed: 6, health: 4)
Moved: paoletti2646 (distance: 108, speed: 8, health: 3)
Moved: darden2647 (distance: 91, speed: 1, health: 3)
Moved: garcia2648 (distance: 192, speed: 9, health: 5)
Moved: cris2649 (distance: 266, speed: 1, health: 4)
Moved: bing2650 (distance: 239, speed: 9, health: 2)
Moved: will2651 (distance: 255, speed: 2, health: 1)
Moved: fee2652 (distance: 144, speed: 3, health: 1)
Moved: noah2653 (distance: 151, speed: 2, health: 4)
Moved: potatobot2654 (distance: 283, speed: 10, health: 5)
Moved: paoletti2655 (distance: 254, speed: 5, health: 4)
Moved: darden2656 (distance: 65, speed: 10, health: 1)
Moved: garcia2657 (distance: 37, speed: 2, health: 5)
Moved: cris2658 (distance: 232, speed: 6, health: 4)
Moved: bing2659 (distance: 273, speed: 2, health: 5)
Moved: will2660 (distance: 185, speed: 5, health: 5)
Moved: fee2661 (distance: 234, speed: 9, health: 5)
Moved: noah2662 (distance: 72, speed: 2, health: 1)
Moved: potatobot2663 (distance: 34, speed: 8, health: 1)
Moved: paoletti2664 (distance: 248, speed: 4, health: 5)
Moved: darden2665 (distance: 103, speed: 1, health: 5)
Moved: garcia2666 (distance: 50, speed: 4, health: 4)
Moved: cris2667 (distance: 63, speed: 8, health: 4)
Moved: bing2668 (distance: 240, speed: 7, health: 1)
Moved: will2669 (distance: 162, speed: 10, health: 2)
Moved: fee2670 (distance: 204, speed: 2, health: 2)
Moved: noah2671 (distance: 73, speed: 6, health: 2)
Moved: potatobot2672 (distance: 102, speed: 6, health: 2)
Moved: paoletti2673 (distance: 202, speed: 5, health: 4)
Moved: darden2674 (distance: 25, speed: 3, health: 4)
Moved: garcia2675 (distance: 82, speed: 6, health: 4)
Moved: cris2676 (distance: 232, speed: 5, health: 2)
Moved: bing2677 (distance: 159, speed: 8, health: 1)
Moved: will2678 (distance: 245, speed: 10, health: 5)
Moved: fee2679 (distance: 174, speed: 9, health: 5)
Moved: noah2680 (distance: 77, speed: 4, health: 5)
Moved: paoletti2682 (distance: 260, speed: 10, health: 2)
Moved: darden2683 (distance: 51, speed: 5, health: 3)
Moved: garcia2684 (distance: 254, speed: 10, health: 5)
Moved: bing2686 (distance: 113, speed: 7, health: 3)
Moved: will2687 (distance: 107, speed: 9, health: 2)
Moved: fee2688 (distance: 84, speed: 9, health: 2)
Moved: noah2689 (distance: 58, speed: 3, health: 4)
Moved: paoletti2691 (distance: 112, speed: 4, health: 4)
Moved: darden2692 (distance: 156, speed: 3, health: 2)
Moved: garcia2693 (distance: 176, speed: 1, health: 4)
Moved: cris2694 (distance: 228, speed: 4, health: 5)
Moved: bing2695 (distance: 16, speed: 3, health: 5)
Moved: will2696 (distance: 54, speed: 6, health: 4)
Moved: fee2697 (distance: 40, speed: 6, health: 5)
Moved: noah2698 (distance: 284, speed: 8, health: 1)
Moved: potatobot2699 (distance: 262, speed: 5, health: 2)
Moved: paoletti2700 (distance: 228, speed: 4, health: 5)
Moved: darden2701 (distance: 33, speed: 10, health: 2)
Moved: garcia2702 (distance: 146, speed: 5, health: 1)
Moved: cris2703 (distance: 115, speed: 3, health: 5)
Moved: bing2704 (distance: 289, speed: 9, health: 5)
Moved: will2705 (distance: 178, speed: 6, health: 5)
Moved: noah2707 (distance: 214, speed: 4, health: 2)
Moved: potatobot2708 (distance: 140, speed: 4, health: 1)
Moved: paoletti2709 (distance: 234, speed: 1, health: 1)
Moved: darden2710 (distance: 203, speed: 8, health: 4)
Moved: garcia2711 (distance: 188, speed: 4, health: 5)
Moved: cris2712 (distance: 188, speed: 9, health: 4)
Moved: bing2713 (distance: 195, speed: 7, health: 3)
Moved: will2714 (distance: 35, speed: 7, health: 3)
Moved: fee2715 (distance: 177, speed: 2, health: 5)
Moved: noah2716 (distance: 258, speed: 1, health: 1)
Moved: potatobot2717 (distance: 153, speed: 7, health: 3)
Moved: paoletti2718 (distance: 288, speed: 8, health: 2)
Moved: darden2719 (distance: 62, speed: 10, health: 3)
Moved: garcia2720 (distance: 250, speed: 8, health: 3)
Moved: cris2721 (distance: 182, speed: 1, health: 4)
Moved: bing2722 (distance: 207, speed: 1, health: 5)
Moved: will2723 (distance: 263, speed: 10, health: 2)
Moved: fee2724 (distance: 195, speed: 4, health: 2)
Moved: noah2725 (distance: 140, speed: 10, health: 1)
Moved: potatobot2726 (distance: 37, speed: 2, health: 2)
Moved: darden2728 (distance: 163, speed: 3, health: 2)
Moved: garcia2729 (distance: 249, speed: 3, health: 4)
Moved: cris2730 (distance: 268, speed: 8, health: 4)
Moved: bing2731 (distance: 292, speed: 1, health: 5)
Moved: will2732 (distance: 100, speed: 1, health: 2)
Moved: fee2733 (distance: 36, speed: 1, health: 3)
Moved: noah2734 (distance: 54, speed: 3, health: 5)
Moved: potatobot2735 (distance: 67, speed: 5, health: 3)
Moved: paoletti2736 (distance: 288, speed: 2, health: 1)
Moved: darden2737 (distance: 134, speed: 3, health: 2)
Moved: garcia2738 (distance: 66, speed: 8, health: 3)
Moved: cris2739 (distance: 223, speed: 4, health: 3)
Moved: bing2740 (distance: 89, speed: 5, health: 2)
Moved: will2741 (distance: 283, speed: 8, health: 1)
Moved: fee2742 (distance: 289, speed: 2, health: 1)
Moved: noah2743 (distance: 33, speed: 10, health: 2)
Moved: potatobot2744 (distance: 277, speed: 3, health: 5)
Moved: paoletti2745 (distance: 121, speed: 8, health: 2)
Moved: darden2746 (distance: 251, speed: 6, health: 1)
Moved: garcia2747 (distance: 102, speed: 5, health: 1)
Moved: cris2748 (distance: 94, speed: 7, health: 4)
Moved: bing2749 (distance: 212, speed: 2, health: 4)
Moved: will2750 (distance: 163, speed: 8, health: 1)
Moved: fee2751 (distance: 155, speed: 5, health: 1)
Moved: noah2752 (distance: 224, speed: 3, health: 3)
Moved: potatobot2753 (distance: 222, speed: 4, health: 1)
Moved: paoletti2754 (distance: 119, speed: 2, health: 1)
Moved: garcia2756 (distance: 20, speed: 2, health: 2)
Moved: cris2757 (distance: 26, speed: 3, health: 5)
Moved: bing2758 (distance: 192, speed: 8, health: 1)
Moved: will2759 (distance: 39, speed: 2, health: 5)
Moved: fee2760 (distance: 236, speed: 10, health: 3)
Moved: noah2761 (distance: 179, speed: 10, health: 2)
Moved: potatobot2762 (distance: 41, speed: 5, health: 2)
Moved: paoletti2763 (distance: 176, speed: 7, health: 2)
Moved: darden2764 (distance: 223, speed: 2, health: 2)
Moved: garcia2765 (distance: 35, speed: 10, health: 2)
Moved: cris2766 (distance: 59, speed: 7, health: 3)
Moved: bing2767 (distance: 172, speed: 2, health: 2)
Moved: will2768 (distance: 272, speed: 5, health: 3)
Moved: fee2769 (distance: 211, speed: 9, health: 5)
Moved: noah2770 (distance: 36, speed: 3, health: 2)
Moved: potatobot2771 (distance: 191, speed: 2, health: 3)
Moved: paoletti2772 (distance: 155, speed: 3, health: 1)
Moved: garcia2774 (distance: 138, speed: 7, health: 1)
Moved: cris2775 (distance: 261, speed: 4, health: 2)
Moved: bing2776 (distance: 147, speed: 6, health: 2)
Moved: will2777 (distance: 30, speed: 7, health: 1)
Moved: fee2778 (distance: 290, speed: 5, health: 4)
Moved: noah2779 (distance: 68, speed: 4, health: 4)
Moved: potatobot2780 (distance: 17, speed: 2, health: 2)
Moved: darden2782 (distance: 221, speed: 8, health: 3)
Moved: garcia2783 (distance: 279, speed: 4, health: 3)
Moved: cris2784 (distance: 176, speed: 7, health: 5)
Moved: will2786 (distance: 119, speed: 10, health: 1)
Moved: fee2787 (distance: 159, speed: 8, health: 3)
Moved: noah2788 (distance: 187, speed: 8, health: 2)
Moved: potatobot2789 (distance: 258, speed: 2, health: 5)
Moved: darden2791 (distance: 237, speed: 5, health: 4)
Moved: garcia2792 (distance: 89, speed: 1, health: 2)
Moved: cris2793 (distance: 259, speed: 5, health: 4)
Moved: bing2794 (distance: 157, speed: 4, health: 4)
Moved: will2795 (distance: 257, speed: 6, health: 1)
Moved: fee2796 (distance: 160, speed: 7, health: 5)
Moved: noah2797 (distance: 244, speed: 2, health: 5)
Moved: potatobot2798 (distance: 45, speed: 8, health: 5)
Moved: paoletti2799 (distance: 212, speed: 4, health: 3)
Moved: darden2800 (distance: 55, speed: 10, health: 3)
Moved: garcia2801 (distance: 27, speed: 2, health: 3)
Moved: cris2802 (distance: 270, speed: 9, health: 2)
Moved: bing2803 (distance: 214, speed: 5, health: 2)
Moved: will2804 (distance: 74, speed: 8, health: 2)
Moved: fee2805 (distance: 204, speed: 9, health: 1)
Moved: noah2806 (distance: 208, speed: 1, health: 4)
Moved: potatobot2807 (distance: 123, speed: 6, health: 2)
Moved: darden2809 (distance: 66, speed: 5, health: 4)
Moved: garcia2810 (distance: 16, speed: 7, health: 5)
Moved: cris2811 (distance: 119, speed: 6, health: 1)
Moved: bing2812 (distance: 26, speed: 2, health: 2)
Moved: will2813 (distance: 291, speed: 9, health: 1)
Moved: fee2814 (distance: 235, speed: 4, health: 3)
Moved: potatobot2816 (distance: 63, speed: 5, health: 5)
Moved: paoletti2817 (distance: 43, speed: 10, health: 1)
Moved: darden2818 (distance: 112, speed: 9, health: 4)
Moved: garcia2819 (distance: 254, speed: 1, health: 1)
Moved: cris2820 (distance: 179, speed: 8, health: 5)
Moved: bing2821 (distance: 131, speed: 4, health: 5)
Moved: will2822 (distance: 276, speed: 10, health: 3)
Moved: fee2823 (distance: 41, speed: 8, health: 1)
Moved: noah2824 (distance: 113, speed: 8, health: 4)
Moved: potatobot2825 (distance: 20, speed: 6, health: 3)
Moved: paoletti2826 (distance: 54, speed: 4, health: 2)
Moved: darden2827 (distance: 87, speed: 8, health: 1)
Moved: garcia2828 (distance: 163, speed: 2, health: 3)
Moved: cris2829 (distance: 125, speed: 10, health: 3)
Moved: bing2830 (distance: 220, speed: 4, health: 1)
Moved: will2831 (distance: 250, speed: 6, health: 4)
Moved: noah2833 (distance: 161, speed: 7, health: 4)
Moved: potatobot2834 (distance: 213, speed: 9, health: 3)
Moved: paoletti2835 (distance: 293, speed: 2, health: 3)
Moved: darden2836 (distance: 134, speed: 3, health: 4)
Moved: garcia2837 (distance: 134, speed: 10, health: 4)
